ano;lat;long;semana_inicio;semana_fim;cnpj;raz�o_social;endere�o;n_int;complemento;bairro;cep;munic�pio;estado;bandeira;pre�o_venda_gasolina;pre�o_compra_gasolina;modalidade_de_compra_gasolina;distribuidora_gasolina;pre�o_venda_etano;pre�o_compra_etanol;modalidade_de_compra_etanol;distribuidora_etanol;pre�o_venda_diesel;pre�o_compra_diesel;modalidade_de_compra_diesel;distribuidora_diesel;pre�o_venda_diesel_s10;pre�o_compra_diesel_s10;modalidade_de_compra_diesel_s10;distribuidora_diesel_s10;pre�o_venda_gnv;pre�o_compra_gnv;modalidade_de_compra_gnv;distribuidora_gnv;data_da_coleta
2012;-158.112.873;-480.768.439;01/01/12;07/01/12;00.603.738/0001-43;GASOL COMBUSTÍVEIS AUTOMOTIVOS LTDA.;QI-QUADRA INTERNA 18  LOTES 47, 49, 51 E 53;S/N;;TAGUATINGA;72315000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.206.127;-480.846.338;01/01/12;07/01/12;08.978.109/0001-00;AUTO POSTO CAPITAL LTDA.;LOCALIDADE CNL 01 LOTE E;S/Nº;PLL 01;TAGUATINGA;72150770;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.108.566;-480.769.917;01/01/12;07/01/12;09.075.858/0001-90;AUTO POSTO ORIGINAL DERIVADOS DE PETRÓLEO LTDA;QI-QUADRA INTERNA 21;S/N;LOTES 02, 04, 06 E 08;TAGUATINGA;72135210;BRASILIA;DISTRITO FEDERAL;ALESAT;2,84;;;;2,27;;;;2,08;;;;;;;;;;;;05/01/12
2012;-158.162.413;-478.450.591;01/01/12;07/01/12;37.063.328/0013-09;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;SETOR SCE/SUL TRECHO 02 CONJUNTO 03;S/N;PARTE POSTO DE COMB.;BRASILIA;70200002;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;05/01/12
2012;-158.517.848;-480.418.722;01/01/12;07/01/12;08.642.617/0001-12;SARIEDYN COMBUSTIVEIS, LUBRIFICANTES E REPARACAO LTDA;QUADRA CSB 03 LOTE 01 PARTE A;S/N;;TAGUATINGA SUL;72015535;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;2,04;;;;;;;;;;;;05/01/12
2012;-158.953.669;-481.482.079;01/01/12;07/01/12;07.347.238/0001-37;AUTO POSTO DF 180 LTDA;QUADRA QN 433 CONJUNTO G LOTE;1;;SAMABAIA;72322570;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,08;;;;;;;;;;;;05/01/12
2012;-158.630.785;-479.589.185;01/01/12;07/01/12;07.822.636/0001-68;PIONEIRO COM. VAREJ. DE DERIVADOS DE PETRÓLEO LTDA.;PLLN 01;1;QD. NB EPNB;NÚCLEO BANDEIRANTES;71725800;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.141.443;-480.926.112;01/01/12;07/01/12;07.129.196/0001-68;J PESSOA DERIVADOS DE PETROLEO LTDA;QUADRA QNL 23 CONJUNTO J LOTE;17;;TAGUATINGA;72152310;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;2,05;;;;;;;;;;;;05/01/12
2012;-15.837.736;-478.827.475;01/01/12;07/01/12;00.661.132/0005-98;CANAÃ COMBUSTÍVEIS PARA VEÍCULOS LTDA.;SHIS EPDB QL 02 BLOCO A PAG;S/N;;LAGO SUL;71600700;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.107.481;-48.065.751;01/01/12;07/01/12;08.111.678/0001-53;HÉLIO PRATES COMÉRCIO DE COMBUSTÍVEIS E DERIVADOS LTDA.;AREA ESPECIAL DO SETOR J;SN;;TAGUATINGA;72140000;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,84;;;;2,27;;;;2,05;;;;;;;;;;;;05/01/12
2012;-158.741.836;-47.998.738;01/01/12;07/01/12;07.917.405/0001-38;BANTA COMERCIO DE COMBUSTIVEIS LTDA;AREA ADE CONJUNTO 23;LT 35;E 36;AREA DE DESENVOLVIMENTO ECONOMICO (AGUAS CLARAS);71990180;BRASILIA;DISTRITO FEDERAL;ALESAT;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-156.905.949;-478.637.564;01/01/12;07/01/12;07.821.726/0001-34;DFM - DERIVADOS DE PETRÓLEO LTDA.;ST SPM/SUL;S/N;LOTE 06 EPIA PARK WAY;CANDANGOLANDIA;71200000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;04/01/12
2012;-159.950.449;-480.579.445;01/01/12;07/01/12;04.814.024/0001-35;AUTO POSTO RIBEIRO LTDA.;Q-QUADRA QSD;10;ÁREA PARA COMÉRCIO;TAGUATINGA;72020000;BRASILIA;DISTRITO FEDERAL;ALESAT;2,83;;;;2,27;;;;2,08;;;;;;;;;;;;05/01/12
2012;-157.882.561;-479.848.268;01/01/12;07/01/12;00.543.213/0002-40;DISBRAVE COMBUSTÍVEIS LTDA.;SCIA QUADRA 10 CONJUNTO 02 LOTE;8;;GUARÁ;71010018;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-157.875.149;-478.478.743;01/01/12;07/01/12;02.989.654/0011-97;MELHOR POSTO DE COMBUSTÍVEIS LTDA;SETOR DE CLUBES ESPORTIVOS NORTE TRECHO;1;CONJUNTO 20;PLANO PILOTO;70800110;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-157.952.523;-479.434.495;01/01/12;07/01/12;37.106.895/0001-53;AUTO POSTO 107 SUL LTDA - ME; SHCS SQ 107 BLOCO A PAG;S/N;;ASA SUL;70346500;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;2,08;;;;;;;;;;;;05/01/12
2012;-157.932.353;-479.861.931;01/01/12;07/01/12;06.936.024/0001-33;AUTO POSTO TANQUE DE OURO LTDA.;STRC-SETOR DE TRANSPORTE RODOVIÁRIO E CARGA SUL TRECHO 01 CONJUNTO A LOTE 01;S/N;;GUARÁ;71225511;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-156.479.778;-476.504.089;01/01/12;07/01/12;07.214.648/0001-00;POSTO PARAISO LTDA;RODOVIA DF 130 COM A RODOVIA DF 230;S/N;;PLANALTINA;71715056;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.860.067;-480.774.349;01/01/12;07/01/12;06.006.437/0001-19;AGUAS CLARAS POSTO DE SERVICOS LTDA; ADE CONJUNTO 11 LOTE;16;;AGUAS CLARAS;71987360;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-160.300.511;-480.605.695;01/01/12;07/01/12;07.034.149/0001-30;AUTO POSTO ALVORADA LTDA.;AE-ÁREA ESPECIAL 41/42;S/N;PLL SETOR LESTE;GAMA;72465415;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.869.448;-480.948.191;01/01/12;07/01/12;06.970.476/0001-31;AUTO POSTO J J P DERIVADOS DE PETROLEO LTDA; QS 305 CONJUNTO 07 LOTE;2;;SAMAMBAIA;72305517;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;05/01/12
2012;-158.742.486;-480.303.392;01/01/12;07/01/12;04.753.334/0001-97;AUTO POSTO OLIVEIRA LTDA; CSG 20 LOTE 03;S/N;;TAGUATINGA;72035520;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,83;;;;2,25;;;;2,05;;;;;;;;;;;;05/01/12
2012;-157.952.523;-479.434.495;01/01/12;07/01/12;05.625.571/0001-35;POSTO MK 107 NORTE LTDA;SHC NORTE SQ 107 BLOCO A;S/N;PAG;ASA NORTE;70743510;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-157.666.975;-47.894.079;01/01/12;07/01/12;05.662.975/0001-07;SMAFF COMBUSTÍVEIS LTDA;SETOR TERMINAL NORTE- D - BLOCO 03;S/N;PARTE POSTO;BRASÍLIA;70770100;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,84;2,539;CIF;;2,27;2,032;CIF;;2,08;1,885;CIF;;;;;;;;;;05/01/12
2012;-15.842.997;-48.051.023;01/01/12;07/01/12;04.787.155/0001-70;AUTO POSTO JP DERIVADOS DE PETROLEO LTDA; CSB 10 LOTE;1;;TAGUATINGA;72015605;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.108.566;-480.769.917;01/01/12;07/01/12;04.110.106/0001-07;POSTO PARQUE ALAMEDA DERIVADOS DE PETROLEO LTDA;QI-QUADRA INTERNA 01;S/N;LOTES 79,81 E 83;TAGUATINGA;72135010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-156.202.864;-476.721.726;01/01/12;07/01/12;03.690.812/0001-02;AUTO POSTO LAZZAT LTDA;ROD  DF 128 KM 14,5 POSTO DE COMBUSTIVEIS;S/N;;PLANALTINA;73380150;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;2,05;;;;;;;;;;;;05/01/12
2012;-15.871.912;-480.324.545;01/01/12;07/01/12;02.570.563/0001-40;AUTO POSTO G SUL LTDA;CSG 13 LOTE;1;;TAGUATINGA - SUL;72035513;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-156.479.778;-476.504.089;01/01/12;07/01/12;03.776.075/0001-57;GP COMERCIO DE PETROLEO LTDA EPP;RODOVIA DF 130 NOVO;S/N;KM ZERO ANTIGO KM 24 PROXIMO - COND. VALE DO SOL;PLANALTINA;73301970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.107.481;-48.065.751;01/01/12;07/01/12;37.088.549/0001-90;REX COMERCIAL DE COMBUSTIVEIS LTDA;AREA CSD AREA ESPECIAL PARA POSTO ANTIGO CINE REX;S/N;;TAGUATINGA;72020000;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-157.588.901;-478.878.406;01/01/12;07/01/12;37.149.861/0007-31;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.;Q-QUADRA COMERCIO LOCAL;106;LOTE G;SANTA MARIA;72500970;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,28;;;;2,07;;;;;;;;;;;;04/01/12
2012;-157.592.875;-478.847.321;01/01/12;07/01/12;02.885.153/0001-99;VERDE AMARELO POSTO DE SERVIÇOS LTDA;SHCN SQ 311;40;BLOCO A LJ CONVENIENCIA PLL;ASA NORTE;70710200;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,29;;;;2,04;;;;;;;;;;;;04/01/12
2012;-158.037.474;-479.492.747;01/01/12;07/01/12;00.375.386/0001-16;MIZUNO KAY & CIA LTDA;SIA/SUL TRECHO 08 LOTE270;S/N;;SETOR INDUSTRIA SUL;71205080;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.323.306;-479.150.638;01/01/12;07/01/12;00.358.192/0002-93;RIBEIRO E PEREIRA LTDA;SHC SUL SQ 414 BLOCO A PLL;S/N;0;ASA SUL;70297010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,29;;;;2,08;;;;;;;;;;;;04/01/12
2012;-157.588.901;-478.878.406;01/01/12;07/01/12;37.149.861/0001-46;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.;RODOVIA DF 420  C/ DF 150;S/N;LOTE PLLS;SOBRADINHO;73020000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;2,555;CIF;;2,27;2,042;CIF;;2,09;1,895;CIF;;;;;;;;;;05/01/12
2012;-158.074.802;-480.720.867;01/01/12;07/01/12;01.624.992/0001-90;POSTO PARK TAGUATINGA DERIVADOS DE PETROLEO LTDA; QI 04 LOTES 41/42;S/N;;TAGUATINGA;72135040;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;2,559;CIF;;2,27;;;;2,09;1,899;CIF;;;;;;;;;;05/01/12
2012;-15.872.951;-480.289.046;01/01/12;07/01/12;03.648.818/0001-03;EUROGAS-POSTOS DE SERVIÇOS LTDA;QS-QUADRA SUL 09, RUA 123;S/N;LOTES 06,08,10,12,14;TAGUATINGA;72130090;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.250.037;-480.548.969;01/01/12;07/01/12;72.622.608/0001-69;JAJUR COMERCIO DE DERIVADOS DE PETROLEO LTDA;SGO-SETOR DE GARAGENS OFICIAIS LOTE 02 PLL;S/N;0;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;2,55;CIF;;2,27;2,047;CIF;;2,09;1,899;CIF;;;;;;;;;;05/01/12
2012;-159.931.764;-479.870.318;01/01/12;07/01/12;38.074.571/0001-43;PETRO RIOS COMERCIO DERIVADOS DE PETROLEO LTDA - ME;AVENIDA SANTOS DUMONT;1;SITIO DO GAMA;SANTA MARIA;72501100;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;05/01/12
2012;-158.125.851;-480.937.537;01/01/12;07/01/12;38.057.394/0001-97;POSTO ESTRADA PARK LTDA; QNL 30 CONJUNTO A LOTE;12;;TAGUATINGA;72120190;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;05/01/12
2012;-158.016.557;-480.586.873;01/01/12;07/01/12;38.053.450/0001-15;BR 070 COMERCIO DE DERIADOS DE PETROLEO LTDA;ST-SETOR AUX. GAR. OFICE E COM AFINS SAGOGAN;6;0;TAGUATINGA - NORTE;72121970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;04/01/12
2012;-158.162.413;-478.450.591;01/01/12;07/01/12;37.063.328/0009-14;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA; QI 19 LOTES 02 E 04;S/N;SETOR INDUSTRIAL;TAGUATINGA;72120190;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;2,04;;;;;;;;;;;;04/01/12
2012;-158.961.517;-477.759.733;01/01/12;07/01/12;36.754.752/0001-95;SANTA FE - SERVIÇOS E PETROLEO LTDA;AVENIDA COMERCIAL;1601;0;TRADICIONAL - SAO SEBASTIAO;71690000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-15.874.334;-480.352.338;01/01/12;07/01/12;26.464.289/0001-93;PLAYTIME COMBUSTIVEIS E LUBRIFICANTES S/A.;CSG 16 LOTE 01 BLOCO 3;S/N;0;TAGUATINGA;72025545;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,84;2,549;CIF;;2,27;2,046;CIF;;2,09;1,895;CIF;;;;;;;;;;05/01/12
2012;-159.397.546;-477.657.259;01/01/12;07/01/12;03.578.089/0001-66;POSTO DE SERVIÇOS PEDRO RIBEIRO LTDA;ROD BR 251 KM;31/32;;SÃO SEBASTIAO;71691001;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;2,559;CIF;;2,27;2,056;CIF;;2,09;1,899;CIF;;;;;;;;;;05/01/12
2012;-156.205.089;-476.702.084;01/01/12;07/01/12;03.469.182/0001-32;JJS COMERCIO DE COMBUSTIVEIS LTDA;AVENIDA GOIAS QUADRA;58;LOTES 02/05 ST;PLANALTINA;73330079;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.050.345;-480.915.197;01/01/12;07/01/12;03.261.491/0005-46;AUTO POSTO MILLENNIUM 2000 LTDA;Q-QUADRA 01 CONJUNTO A LOTE 01 UNIDADE A;S/N;ST. DE DES. ECONOMICO;TAGUATINGA;72145100;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-157.875.149;-478.478.743;01/01/12;07/01/12;02.989.654/0004-68;MELHOR POSTO DE COMBUSTÍVEIS LTDA;AV. ARAUCÁRIAS;S/N;LT. 525;ÁGUAS CLARAS;72030100;BRASILIA;DISTRITO FEDERAL;BRANCA;2,84;;;;2,25;;;;2,07;;;;;;;;;;;;04/01/12
2012;-158.112.873;-480.768.439;01/01/12;07/01/12;01.688.723/0001-98;FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA;QI;5;LOTES 40/42;TAGUATINGA;72001970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.399.094;-48.019.413;01/01/12;07/01/12;01.655.778/0005-25;SAN REMO POSTO E SERVIÇOS LTDA;AVENIDA ARAUCÁRIA;S/N;LOTE 1395;ÁGUAS CLARAS;72030100;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,25;;;;2,09;;;;;;;;;;;;04/01/12
2012;-158.015.292;-480.170.113;01/01/12;07/01/12;01.012.151/0001-22;POSTO CENTRAL PARK DERIVADOS DE PETROLEO LTDA; QS 05 LOTES 02, 04 E 06 RUA;312;;AGUAS CLARAS;70310500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;2,55;CIF;;2,27;2,047;CIF;;2,09;1,899;CIF;;;;;;;;;;05/01/12
2012;-15.886.139;-480.724.514;01/01/12;07/01/12;00.746.278/0001-02;AUTO POSTO CHAVES LTDA;ROD BR 060 S/NR.KM 13;S/N;KM 13;RECANTO DAS EMAS;72310000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,25;;;;2,05;;;;;;;;;;;;04/01/12
2012;-157.935.362;-480.231.045;01/01/12;07/01/12;00.715.375/0004-80;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA;EQNL - ENTREQUADRA NORTE LAGO 10/ 12;S/N;BLOCO D;TAGUATINGA;72155100;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;2,558;CIF;;2,27;2,056;CIF;;2,09;1,899;CIF;;;;;;;;;;05/01/12
2012;-155.958.531;-47.652.814;01/01/12;07/01/12;00.641.761/0001-22;POSTO SAO ROQUE LTDA;RODOVIA BR 020;S/N;KM 36;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-156.205.089;-476.702.084;01/01/12;07/01/12;00.603.886/0001-68;SO-CAR DERIVADOS DE PETROLEO LTDA;AVENIDA GOIAS;960;QDA. 54  LOTE 02  SETOR INDUSTRIAL;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.968.017;-477.830.096;01/01/12;07/01/12;00.480.025/0001-30;ARCO- IRIS - PETROLEO COMERCIO E SERVIÇOS LTDA;Q-QUADRA 11 CONJUNTO F LOTE;32;;MORRO AZUL - SÃO SEBASTIÃO;71691001;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,84;2,548;CIF;;2,27;2,046;CIF;;2,09;1,896;CIF;;;;;;;;;;04/01/12
2012;-156.473.901;-478.232.917;01/01/12;07/01/12;00.373.589/0001-73;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA;AE-ÁREA ESPECIAL PARA POSTO DE GASOLINA SETOR SUL;S/N;0;TAGUATINGA;72025000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-37.327.144;-385.269.981;01/01/12;07/01/12;00.313.221/0001-10;SERV-CAR DERIVADOS DE PETROLEO LTDA;RODOVIA BRASILIA FORTALEZA  BR - 020;S/N;KMS 20 & 22;PLANALTINA;73320030;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-157.816.427;-47.883.349;01/01/12;07/01/12;00.038.505/0004-98;CONVER COMBUSTIVEIS AUTOMOTIVOS LTDA.;OTR SHCN SQ 302 BLOCO B PLL;S/N;;ASA NORTE;70723020;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.365.061;-478.641.872;01/01/12;07/01/12;00.038.463/0003-04;LUBRIFICANTES GASOL INDÚSTRIA E COMÉRCIO LTDA;SHIS-SETOR DE HABITAÇÕES INDIVIDUAIS SUL QI 05 TRECHO 01 PAG LOTE 01;S/N;;LAGO SUL;71020004;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,29;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.088.158;-480.299.472;01/01/12;07/01/12;00.000.042/0007-18;AUTO POSTO GASOL LTDA.;QI-QUADRA INTERNA 01 A 06;S/Nº;;TAGUATINGA;72020002;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-159.964.456;-479.885.469;01/01/12;07/01/12;05.889.046/0001-27;POSTO PARK SANTA MARIA DERIVADOS DE PETROLEO LTDA;AREA COMPLEMENTAR 219 LOTE;43104;CONJUNTO A;SANTA MARIA;72549305;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;05/01/12
2012;-158.340.496;-478.669.088;01/01/12;07/01/12;02.072.286/0003-08;PETROIL COMBUSTIVEIS LTDA;SHIS EPDB QI 19 QL 18 - POSTO DE ABASTECIMENTO DE GASOLINA - LOTE 01;S/N;;LAGO SUL;71655500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-156.473.901;-478.232.917;01/01/12;07/01/12;12.093.145/0001-63;TAGUACENTRO COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;AREA ESPECIAL PARA POSTO DE GASOLINA PLL 01;S/N;;TAGUATINGA;72010030;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,83;2,536;CIF;;2,27;2,027;CIF;;2,08;1,88;CIF;;;;;;;;;;05/01/12
2012;-158.852.191;-480.720.849;01/01/12;07/01/12;10.668.863/0001-95;ABRITTA POSTOS DE SERVIÇOS LTDA;ADE CONJUNTO 5;S/N;LOTE 28;AREA DE DESENVOLVIMENTO ECONOMICO (AGUAS CLARAS);71987180;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,83;2,539;CIF;;2,27;2,032;CIF;;2,09;1,886;CIF;;;;;;;;;;04/01/12
2012;-160.489.515;-479.802.165;01/01/12;07/01/12;06.071.706/0003-92;PETRONORTE COMBUSTÍVEIS LTDA.;RODOVIA DF-290 - KM 1,2;S/N;CHÁCARA 12;SANTA MARIA;72578000;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;05/01/12
2012;-158.162.413;-478.450.591;08/01/12;14/01/12;37.063.328/0018-05;AUTO SHOPPING DERIVADOS DE PETROLEO LTDA;ST SCE SUL TRECHO 02 CONJUNTO 27 PARTE;S/N;;BRASILIA;70200002;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;11/01/12
2012;-156.473.901;-478.232.917;08/01/12;14/01/12;08.879.783/0001-37;POSTO SOBRADINHO LTDA;OUTROS S A I  P/ POSTO DE GASOLINA LOTE;4;SOBRADINHO;SOBRADINHO;73070043;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,25;;;;1,99;;;;;;;;;;;;11/01/12
2012;-158.761.967;-478.730.649;08/01/12;14/01/12;08.442.189/0001-84;MARCONI GOMES DE JESUS;QUADRA QUADRA INDUSTRIAL 09 LOTE 01 A 06;S/N;;TAGUATINGA;72135090;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,83;;;;2,27;;;;2,09;;;;;;;;;;;;11/01/12
2012;-157.917.014;-479.136.163;08/01/12;14/01/12;72.578.438/0003-24;POSTO DE COMBUSTIVEIS GARANTIA LTDA;QUADRA QUADRA 03 BLOCO I PLL SETOR DE INDUSTRIAS GRAFICAS SUL - SIG;S/N;;SIG SUL;70610430;BRASILIA;DISTRITO FEDERAL;BRANCA;2,83;;;;2,19;;;;1,99;;;;;;;;;;;;11/01/12
2012;-157.816.427;-47.883.349;08/01/12;14/01/12;08.414.749/0001-97;G3 AUTO POSTO LTDA - EPP;QUADRA SHCN SUPERQUADRA 310;S/N;BLOCO B PLL 03;ASA NORTE;70756520;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,89;;;;2,17;;;;2,16;;;;;;;;;;;;11/01/12
2012;-15.830.828;-47.919.082;08/01/12;14/01/12;08.355.825/0001-30;POSTO DE COMBUSTÍVEIS 214 SUL LTDA.;SETOR SHC/SUL SQ 214 BLOCO A PAG - LOJA DE CONV. 20;S/N;;ASA SUL;70293000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,84;;;;2,27;;;;2,09;;;;;;;;;;;;11/01/12
2012;-157.816.427;-47.883.349;08/01/12;14/01/12;72.577.414/0001-99;AUTO POSTO Z+Z 307 NORTE LTDA;SETOR SHCN SUPERQUADRA 307 BLOCO B PLL 03;S/N;;ASA NORTE;70746520;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,83;;;;2,25;;;;2,09;;;;;;;;;;;;11/01/12
