ano;lat;long;semana_inicio;semana_fim;cnpj;raz�o_social;endere�o;n_int;complemento;bairro;cep;munic�pio;estado;bandeira;pre�o_venda_gasolina;pre�o_compra_gasolina;modalidade_de_compra_gasolina;distribuidora_gasolina;pre�o_venda_etano;pre�o_compra_etanol;modalidade_de_compra_etanol;distribuidora_etanol;pre�o_venda_diesel;pre�o_compra_diesel;modalidade_de_compra_diesel;distribuidora_diesel;pre�o_venda_diesel_s10;pre�o_compra_diesel_s10;modalidade_de_compra_diesel_s10;distribuidora_diesel_s10;pre�o_venda_gnv;pre�o_compra_gnv;modalidade_de_compra_gnv;distribuidora_gnv;data_da_coleta
2013;-157.952.523;-479.434.495;24.02.13;02.03.13;05.625.571/0001-35;POSTO MK 107 NORTE LTDA;SHC NORTE SQ 107 BLOCO A;S/N;PAG;ASA NORTE;70743510;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;27.02.13
2013;-158.016.846;-478.951.605;24.02.13;02.03.13;05.470.808/0001-56;AUTO POSTO EIXINHO LTDA;SHC/NORTE SQ  113 BLOCO A;S/N;PAG;BRASILIA;70376500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,25;;;;;;;;;;;;27.02.13
2013;-158.206.127;-480.846.338;24.02.13;02.03.13;05.468.098/0001-20;POSTO CAPITAL LTDA;1A AVENIDA NORTE;42770;;SAMAMBAIA;72307990;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,989;;;;2,259;;;;2,309;;;;;;;;;;;;27.02.13
2013;-157.773.985;-478.769.941;24.02.13;02.03.13;00.012.211/0001-44;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;SQN-SUPERQUADRA NORTE 403  BLOCO A PLLN;S/N;0;ASA NORTE;70835010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.334.539;-479.874.778;24.02.13;02.03.13;01.256.852/0001-07;IVAN JOSE PIRES;SRIA QE 20;S/N;LOTE I;GUARA I;71015205;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-15.837.736;-478.827.475;24.02.13;02.03.13;00.661.132/0002-45;CANAÃ COMBUSTÍVEIS PARA VEÍCULOS LTDA.;QE-QUADRA EXTERNA 36 LOTE A PLL;S/N;;GUARA II;71070680;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.627.365;-478.886.328;24.02.13;02.03.13;01.156.523/0001-94;JADE COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;SHCN SQ 410;S/N;BLOCO A PLL;ASA NORTE;70865500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;27.02.13
2013;-15.903.226;-480.633.142;24.02.13;02.03.13;03.511.883/0001-92;CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA;QUADRA 101   AV. RECANTO DAS EMAS;12;0;RECANTO DAS EMAS;72600100;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.482.624;-479.483.555;24.02.13;02.03.13;04.621.225/0001-16;MM COMERCIAL DE COMBUSTIVEIS LTDA;QS-QUADRA SUL 414;S/N;CONJUNTO B LOTE 02;SAMAMBAIA;72320582;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.592.875;-478.847.321;24.02.13;02.03.13;02.885.153/0001-99;VERDE AMARELO POSTO DE SERVIÇOS LTDA;SHCN SQ 311;40;BLOCO A LJ CONVENIENCIA PLL;ASA NORTE;70710200;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;2,489;CIF;;2,27;2,0394;CIF;;;;;;;;;;;;;;27.02.13
2013;-158.323.306;-479.150.638;24.02.13;02.03.13;00.358.192/0001-02;RIBEIRO E PEREIRA LTDA;PLLS 409;S/N;BLOCO A;ASA SUL;70259010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,98;2,49;CIF;;2,25;2,0169;CIF;;2,3;2,13;CIF;;;;;;;;;;27.02.13
2013;-158.294.198;-480.108.863;24.02.13;02.03.13;04.429.562/0001-06;POSTO DE PETROLEO SAMAMBAIA LTDA;QS-QUADRA SUL RUA;122;CONJUNTO 01 LOTE 04;SAMAMBAIA;72310108;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.588.901;-478.878.406;24.02.13;02.03.13;37.149.861/0004-99;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.;RUA PRIMEIRA AVENIDA NORTE;S/N;LOTES 01/03;SAMAMBAIA;72310108;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.035.214;-478.906.348;24.02.13;02.03.13;00.042.044/0001-84;POLAR - DERIVADOS DE PETROLEO LTDA;SHCS SQ 410;60 PLL;BLOCO B LOJA CONVENIENCIA;ASA SUL;70276020;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;2,4998;CIF;;2,27;1,9638;CIF;;2,32;;;;;;;;;;;;26.02.13
2013;-163.286.427;-489.534.333;24.02.13;02.03.13;72.587.132/0001-72;AUTO POSTO SAO MARCOS LTDA;SPMS-SETOR DE POSTOS E MOTÉIS SUL CONJUNTO 02;S/N;RODOVIA BRASILIA/ANAPOLIS;NÚCLEO BANDEIRANTES;71735000;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.125.851;-480.937.537;24.02.13;02.03.13;38.057.394/0001-97;POSTO ESTRADA PARK LTDA;QNL 30 CONJUNTO A LOTE;12;;TAGUATINGA;72120190;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,25;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.495.546;-478.849.252;24.02.13;02.03.13;37.147.493/0001-05;AUTO POSTO WILSON LTDA;SQN-SUPERQUADRA NORTE N 212 BLOCO A;S/N;PAG 01;ASA NORTE;70864000;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,99;2,4992;CIF;;2,27;1,9436;CIF;;;;;;2,52;;;;;;;;27.02.13
2013;-15.874.334;-480.352.338;24.02.13;02.03.13;26.464.289/0001-93;PLAYTIME COMBUSTIVEIS E LUBRIFICANTES S/A.;CSG 16 LOTE 01 BLOCO 3;S/N;0;TAGUATINGA;72025545;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.096.878;-479.577.448;24.02.13;02.03.13;05.246.123/0001-20;POSTO VIA ESTRUTURAL COMER. DE DERIV. DE PETROLEO LTDA;SIA-SETOR DE INDÚSTRIA E ABASTECIMENTO TRECHO;1;LT 30 E 40;GUARÁ;71200010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;2,52;;;;;;;;27.02.13
2013;-158.298.593;-480.138.797;24.02.13;02.03.13;05.208.306/0001-51;AUTO POSTO BRAGA LTDA;QN-QUADRA NORTE 502;S/N;CONJUNTO 01, LOTE 02;SAMAMBAIA;72310301;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,99;2,495;CIF;;2,27;1,9952;CIF;;2,32;;;;2,52;;;;;;;;27.02.13
2013;-158.496.413;-480.730.033;24.02.13;02.03.13;04.978.708/0001-72;AUTO POSTO PETROBRASÍLIA LTDA.;QI-QUADRA INTERNA 616 CONJUNTO H;S/N;LOTE 01 - P L L;SAMAMBAIA;72310300;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;2,42;;;;;;;;27.02.13
2013;-158.096.878;-479.577.448;24.02.13;02.03.13;04.600.876/0001-20;POSTO PARQUE INDUSTRIAL BSB DERIVADOS DE PETROLEO LTDA;TR-TRECHO 01 LOTES;43028;SETOR INDUSTRIA;BRASÍLIA;71200010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,29;;;;2,32;;;;;;;;;;;;26.02.13
2013;-157.920.404;-478.879.256;24.02.13;02.03.13;04.473.193/0001-59;POSTO DA TORRE EIRELI - EPP; SHS QDA 05 BLOCO F LJ DE CONVENIENCIA;52;PLL;ASA SUL;70315000;BRASILIA;DISTRITO FEDERAL;BRANCA;3,09;2,777;CIF;SABBÁ;;;;;2,21;2,042;CIF;SABBÁ;;;;;;;;;25.02.13
2013;-157.875.149;-478.478.743;24.02.13;02.03.13;02.989.654/0002-04;MELHOR POSTO DE COMBUSTÍVEIS LTDA;QR-QUADRA RESIDENCIAL CONJ. 10;320;LOTE 02;SAMAMBAIA;72301970;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.592.875;-478.847.321;24.02.13;02.03.13;02.760.928/0001-08;POSTO 105 REVENDEDORA DE DERIVADOS DE PETROLEO LTDA;"SHCN SQ 105  BLOCO ""A""";S/N;PAG-ERN  LOJA 30;ASA NORTE;70734500;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;2,4934;CIF;PETROBRAS DISTRIBUIDORA S.A.;2,27;2,0437;CIF;PETROBRAS DISTRIBUIDORA S.A.;;;;;2,42;;;;;;;;27.02.13
2013;-160.090.969;-480.599.004;24.02.13;02.03.13;02.731.610/0001-90;AUTO POSTO ITICAR LTDA;QI-QUADRA INTERNA 07  LOTES 680/720;7;ST INDUSTRIAL;GAMA;72445070;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,25;;;;2,3;;;;;;;;;;;;27.02.13
2013;-158.112.873;-480.768.439;24.02.13;02.03.13;01.688.723/0001-98;FUJICHIMA COMERCIO DE DERIVADOS DE PETROLEO LTDA;QI;5;LOTES 40/42;TAGUATINGA;72001970;BRASILIA;DISTRITO FEDERAL;IPIRANGA;2,99;;;;2,25;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.051.898;-481.184.194;24.02.13;02.03.13;00.805.827/0001-72;POSTO QNO 01 LTDA; QNO 01 PLL;S/N;;CEILANDIA NORTE;70310500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.935.362;-480.231.045;24.02.13;02.03.13;00.715.375/0001-38;COMAL COMBUSTÍVEIS AUTOMOTIVOS LTDA;LOCALIDADE SQN 415;S/N;PLL;ASA NORTE;70878000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;2,52;;;;;;;;27.02.13
2013;-157.772.133;-478.828.497;24.02.13;02.03.13;00.692.806/0001-98;AUTO POSTO AGUIA DE OURO LTDA;SHC/N SQ 103 BLOCO A - PAG;S/N;;ASA NORTE;70732510;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;27.02.13
2013;-156.514.819;-477.922.516;24.02.13;02.03.13;00.689.901/0001-32;PECOBRAL COMÉRCIO DE DERIVADOS DE PETRÓLEO BRASÍLIA LTD;SQN-SUPERQUADRA NORTE 309 A PLL;309;0;ASA NORTE;70755000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;27.02.13
2013;-156.473.901;-478.232.917;24.02.13;02.03.13;00.373.589/0003-35;CAL COMBUSTÍVEIS AUTOMOTIVOS LTDA;"PLLS 409 BL. ""B""";S/N;;ASA NORTE;70772500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;2,52;;;;;;;;27.02.13
2013;-37.327.144;-385.269.981;24.02.13;02.03.13;00.313.221/0002-09;SERV-CAR DERIVADOS DE PETROLEO LTDA;SQN-SUPERQUADRA NORTE PLL;407;0;ASA NORTE;72540000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;2,52;;;;;;;;27.02.13
2013;-157.662.824;-478.829.416;24.02.13;02.03.13;00.306.597/0012-50;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;PAGN 203;S/N;EIXO ROD NORTE, BLOCO A;ASA NORTE;70833000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.950.174;-479.267.674;24.02.13;02.03.13;00.097.626/0003-20;BRASAL COMBUSTÍVEIS  LTDA;SRE/SUL -  AREA ESPECIAL;S/N;;CRUZEIRO;70640730;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.592.875;-478.847.321;24.02.13;02.03.13;00.044.347/0002-17;POSTO DE SERVIÇO 307 LTDA;SHCN SQ 306 BLOCO A PLL;S/N;0;ASA NORTE;70745500;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-157.816.427;-47.883.349;24.02.13;02.03.13;00.038.505/0003-07;CONVER COMBUSTIVEIS AUTOMOTIVOS LTDA.;PAGS 113 EIXO RODOVIARIO SUL;S/N;0;ASA SUL;70376000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.365.061;-478.641.872;24.02.13;02.03.13;00.038.463/0009-08;LUBRIFICANTES GASOL INDÚSTRIA E COMÉRCIO LTDA;SIA AREA ESPECIAL;56;PLL;SETOR INDUSTRIAL ABASTECIMENTO;71200010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;2,52;;;;;;;;27.02.13
2013;-15.823.094;-481.143.669;24.02.13;02.03.13;00.001.974/0001-90;POSTO 81 LTDA;LOCALIDADE CNN 02;S/N;LOTE A;CEILÂNDIA;72220500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;2,4899;CIF;;2,27;2,0429;CIF;;2,32;2,1391;CIF;;;;;;;;;;27.02.13
2013;-158.088.158;-480.299.472;24.02.13;02.03.13;00.000.042/0002-03;AUTO POSTO GASOL LTDA.;PLLS 406 BLOCO A/B;S/N;;ASA SUL;70255000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.088.158;-480.299.472;24.02.13;02.03.13;00.000.042/0001-22;AUTO POSTO GASOL LTDA.;PLLS 306 BLOCO A;S/N;;ASA SUL;70353000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;2,493;CIF;;2,27;;;;2,32;2,139;CIF;;;;;;;;;;26.02.13
2013;-158.112.873;-480.768.439;24.02.13;02.03.13;00.603.738/0003-05;GASOL COMBUSTÍVEIS AUTOMOTIVOS LTDA.;SPMN - SETOR DE POSTOS E MOTEIS NORTE;S/N;LOTE- 01 CONJ. EPIA - TREVO BR 020 DF 07;SOBRADINHO;70310500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.340.496;-478.669.088;24.02.13;02.03.13;02.072.286/0006-50;PETROIL COMBUSTÍVEIS LTDA.;SETOR HOTELEIRO NORTE;S/N;QUADRA 02 BLOCO D PLL;ASA NORTE;70702000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,96;;;;2,22;;;;2,32;;;;;;;;;;;;27.02.13
2013;-158.298.199;-479.513.053;24.02.13;02.03.13;10.702.904/0001-12;COMERCIAL DE COMBUSTIVEIS MAM LTDA - ME;SETOR SPM EPIA/SUL LOTE;2;;CANDANGOLANDIA;71727800;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,27;;;;;;;;;;;;;;;;27.02.13
2013;-157.627.365;-478.886.328;24.02.13;02.03.13;10.591.051/0001-99;POSTO MK 406 NORTE LTDA.;ST SHCN SQ 406;S/N;BLOCO A PLL;ASA NORTE;70847000;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;27.02.13
2013;-158.761.967;-478.730.649;03.03.13;09.03.13;08.442.189/0001-84;MARCONI GOMES DE JESUS;QUADRA QUADRA INDUSTRIAL 09 LOTE 01 A 06;S/N;;TAGUATINGA;72135090;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,99;2,497;CIF;;2,27;2,0089;CIF;;2,32;2,125;CIF;;;;;;;;;;06.03.13
2013;-15.783.489;-47.878.255;03.03.13;09.03.13;08.884.038/0001-86;FRATELLI POSTO DE COMBUSTIVEIS LTDA;QUADRA SHCN SQ 303 BLOCO A S/N PLL;S/N;;ASA NORTE;70735010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-160.188.577;-480.679.507;03.03.13;09.03.13;07.260.379/0001-18;PETROGAMA COMERCIO DE COMBUSTIVEIS LTDA;QUADRA QUADRA 46 LOTE 24 PAG;S/N;SETOR CENTRAL;GAMA;72405460;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,25;;;;2,32;;;;;;;;;;;;06.03.13
2013;-158.372.013;-480.258.046;03.03.13;09.03.13;07.917.405/0001-38;BANTA COMÉRCIO DE COMBUSTÍVEIS LTDA.;AREA LOTES 35 E 36;S/N;CONJUNTO 23 - ÁREA DE DESENVOLVIMENTO ECONÔMICO;ÁGUAS CLARAS;71990180;BRASILIA;DISTRITO FEDERAL;ALESAT;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-160.489.515;-479.802.165;03.03.13;09.03.13;06.071.706/0001-20;PETRONORTE COMBUSTÍVEIS LTDA.;SHC NORTE SUPERQUADRA 204  BLOCO A  PAG - LOJA;1;;ASA NORTE;70842000;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,27;;;;2,32;;;;2,52;;;;;;;;06.03.13
2013;-15.890.816;-480.929.645;03.03.13;09.03.13;06.006.437/0001-19;ÁGUAS CLARAS POSTO DE SERVIÇOS LTDA.;CJ-CONJUNTO ADE CONJUNTO 11;S/N;LOTE 16;AGUAS CLARAS;71987360;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-158.742.486;-480.303.392;03.03.13;09.03.13;04.753.334/0001-97;AUTO POSTO OLIVEIRA LTDA;CSG LOTE 20;3;;TAGUATINGA;72035520;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,99;2,499;CIF;;2,22;;;;2,32;2,129;CIF;;;;;;;;;;06.03.13
2013;-157.592.875;-478.847.321;03.03.13;09.03.13;05.849.569/0001-40;AUTO POSTO 109 NORTE LTDA.;SHCN NORTE SQ 109;S/N;BLOCO A - PAG;ASA NORTE;70752500;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;;;;2,27;;;;;;;;;;;;;;;;06.03.13
2013;-157.592.875;-478.847.321;03.03.13;09.03.13;00.108.670/0002-07;JARJOUR VEICULOS E PETRÓLEO LTDA.;SHCN NORTE SQ 206;S/N;BLOCO A PAG;ASA NORTE;70844000;BRASILIA;DISTRITO FEDERAL;BRANCA;2,96;;;;2,24;;;;2,29;;;;;;;;;;;;06.03.13
2013;-158.833.201;-480.838.659;03.03.13;09.03.13;04.056.374/0001-80;ROCHA COMÉRCIO VAREJISTA DE DERIVADOS DE PETRÓLEO LTDA.;Q QN 502 CONJUNTO 21 LOTE 01;S/N;;SAMAMBAIA;72310321;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-157.952.523;-479.434.495;03.03.13;09.03.13;05.625.571/0001-35;POSTO MK 107 NORTE LTDA;SHC NORTE SQ 107 BLOCO A;S/N;PAG;ASA NORTE;70743510;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;06.03.13
2013;-158.016.846;-478.951.605;03.03.13;09.03.13;05.470.808/0001-56;AUTO POSTO EIXINHO LTDA;SHC/NORTE SQ  113 BLOCO A;S/N;PAG;BRASILIA;70376500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,25;;;;;;;;;;;;06.03.13
2013;-158.206.127;-480.846.338;03.03.13;09.03.13;05.468.098/0001-20;POSTO CAPITAL LTDA;1A AVENIDA NORTE;42770;;SAMAMBAIA;72307990;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,989;;;;2,259;;;;2,309;;;;;;;;;;;;06.03.13
2013;-157.773.985;-478.769.941;03.03.13;09.03.13;00.012.211/0001-44;DRIVE CAR TRANSPORTES E COMBUSTÍVEIS LTDA;SQN-SUPERQUADRA NORTE 403  BLOCO A PLLN;S/N;0;ASA NORTE;70835010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-158.334.539;-479.874.778;03.03.13;09.03.13;01.256.852/0001-07;IVAN JOSE PIRES;SRIA QE 20;S/N;LOTE I;GUARA I;71015205;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-15.837.736;-478.827.475;03.03.13;09.03.13;00.661.132/0002-45;CANAÃ COMBUSTÍVEIS PARA VEÍCULOS LTDA.;QE-QUADRA EXTERNA 36 LOTE A PLL;S/N;;GUARA II;71070680;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-157.627.365;-478.886.328;03.03.13;09.03.13;01.156.523/0001-94;JADE COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA.;SHCN SQ 410;S/N;BLOCO A PLL;ASA NORTE;70865500;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;;;;;;;;;;;;;06.03.13
2013;-15.903.226;-480.633.142;03.03.13;09.03.13;03.511.883/0001-92;CMKS COMÉRCIO DE DERIVADOS DE PETRÓLEO LTDA;QUADRA 101   AV. RECANTO DAS EMAS;12;0;RECANTO DAS EMAS;72600100;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-158.482.624;-479.483.555;03.03.13;09.03.13;04.621.225/0001-16;MM COMERCIAL DE COMBUSTIVEIS LTDA;QS-QUADRA SUL 414;S/N;CONJUNTO B LOTE 02;SAMAMBAIA;72320582;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-157.592.875;-478.847.321;03.03.13;09.03.13;02.885.153/0001-99;VERDE AMARELO POSTO DE SERVIÇOS LTDA;SHCN SQ 311;40;BLOCO A LJ CONVENIENCIA PLL;ASA NORTE;70710200;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;2,489;CIF;;2,27;2,0394;CIF;;;;;;;;;;;;;;06.03.13
2013;-158.323.306;-479.150.638;03.03.13;09.03.13;00.358.192/0001-02;RIBEIRO E PEREIRA LTDA;PLLS 409;S/N;BLOCO A;ASA SUL;70259010;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,98;2,493;CIF;;2,25;2,0169;CIF;;2,3;2,13;CIF;;;;;;;;;;06.03.13
2013;-158.294.198;-480.108.863;03.03.13;09.03.13;04.429.562/0001-06;POSTO DE PETROLEO SAMAMBAIA LTDA;QS-QUADRA SUL RUA;122;CONJUNTO 01 LOTE 04;SAMAMBAIA;72310108;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-157.588.901;-478.878.406;03.03.13;09.03.13;37.149.861/0004-99;CONTAGEM DERIVADOS DE PETRÓLEO LTDA.;RUA PRIMEIRA AVENIDA NORTE;S/N;LOTES 01/03;SAMAMBAIA;72310108;BRASILIA;DISTRITO FEDERAL;PETROBRAS DISTRIBUIDORA S.A.;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-158.035.214;-478.906.348;03.03.13;09.03.13;00.042.044/0001-84;POLAR - DERIVADOS DE PETROLEO LTDA;SHCS SQ 410;60 PLL;BLOCO B LOJA CONVENIENCIA;ASA SUL;70276020;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;2,4998;CIF;;2,27;1,9638;CIF;;2,32;;;;;;;;;;;;06.03.13
2013;-163.286.427;-489.534.333;03.03.13;09.03.13;72.587.132/0001-72;AUTO POSTO SAO MARCOS LTDA;SPMS-SETOR DE POSTOS E MOTÉIS SUL CONJUNTO 02;S/N;RODOVIA BRASILIA/ANAPOLIS;NÚCLEO BANDEIRANTES;71735000;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
2013;-158.125.851;-480.937.537;03.03.13;09.03.13;38.057.394/0001-97;POSTO ESTRADA PARK LTDA;QNL 30 CONJUNTO A LOTE;12;;TAGUATINGA;72120190;BRASILIA;DISTRITO FEDERAL;BRANCA;2,99;;;;2,25;;;;2,32;;;;;;;;;;;;06.03.13
2013;-157.495.546;-478.849.252;03.03.13;09.03.13;37.147.493/0001-05;AUTO POSTO WILSON LTDA;SQN-SUPERQUADRA NORTE N 212 BLOCO A;S/N;PAG 01;ASA NORTE;70864000;BRASILIA;DISTRITO FEDERAL;COSAN LUBRIFICANTES;2,99;2,4992;CIF;;2,27;1,9436;CIF;;;;;;2,52;;;;;;;;06.03.13
2013;-15.874.334;-480.352.338;03.03.13;09.03.13;26.464.289/0001-93;PLAYTIME COMBUSTIVEIS E LUBRIFICANTES S/A.;CSG 16 LOTE 01 BLOCO 3;S/N;0;TAGUATINGA;72025545;BRASILIA;DISTRITO FEDERAL;RAIZEN;2,99;;;;2,27;;;;2,32;;;;;;;;;;;;06.03.13
